CartCode,Total,Discount,CustomerSalary,CustomerAge,ListOfProduct
C4064,149,0.18,1437,40,green tea
C4065,111,0.18,1624,23,burgers>ground beef>mineral water>meatballs>milk>eggs>cake
C4066,56,0.23,1216,47,mineral water>candy bars
C4067,215,0.04,708,23,turkey>burgers>shrimp>tomatoes>cooking oil
C4068,248,0.12,1329,24,cookies
C4069,209,0.11,1828,47,mineral water>chocolate>milk>energy bar>white wine
C4070,108,0.2,1661,56,eggs>french fries
C4071,154,0.21,2124,33,tomatoes>eggs
C4072,53,0.23,650,35,cookies
C4073,207,0.06,1286,25,shrimp>frozen vegetables>tomatoes>parmesan cheese>ground beef>spaghetti>eggs>cake>oatmeal>cereals
C4074,172,0.05,2463,53,frozen vegetables>whole wheat rice
C4075,161,0.11,1676,53,shrimp>avocado>candy bars
C4076,189,0.2,2335,20,shrimp>tomatoes>mineral water>cooking oil
C4077,79,0.02,2148,51,chocolate>almonds>vegetables mix>eggs>whole wheat rice>frozen smoothie>cottage cheese
C4078,221,0.12,558,49,melons>candy bars
C4079,237,0.03,1927,28,whole wheat rice
C4080,100,0.18,2139,43,low fat yogurt
C4081,195,0,1446,28,frozen vegetables>tomatoes>mineral water>soup>milk>whole wheat rice>cake>cereals
C4082,78,0.08,2267,20,eggs>chocolate>french fries
C4083,186,0.24,1948,37,burgers>eggs>barbecue sauce>french fries
C4084,245,0.08,524,51,burgers>shallot
C4085,96,0.02,628,55,mineral water>milk
C4086,183,0.03,537,56,tomatoes>energy bar>cake>tomato juice
C4087,96,0.2,1279,43,milk>chocolate
C4088,159,0.09,1659,33,milk>chicken>eggs
C4089,93,0.06,1537,52,burgers>shrimp>chocolate>pancakes>eggs>cooking oil>french fries
C4090,216,0.24,747,23,shrimp>milk>tomato juice
C4091,115,0.2,1864,39,butter>flax seed>green tea>magazines
C4092,219,0.22,874,51,burgers>cottage cheese
C4093,197,0.14,2342,35,mineral water>whole wheat rice>cake>rice>cooking oil>chicken>french fries>cookies
C4094,239,0.19,2450,21,shrimp>spaghetti>mineral water>bacon>eggs>brownies
C4095,221,0.23,982,49,grated cheese>shrimp>tomatoes>spaghetti>mineral water
C4096,140,0.12,1152,44,cookies
C4097,86,0.05,725,56,cookies>low fat yogurt
C4098,151,0.13,1515,36,clothes accessories
C4099,224,0.17,1163,39,hot dogs
C4100,76,0.19,2334,56,ground beef>olive oil>oil>antioxydant juice
C4101,131,0.19,2027,21,ham>spaghetti>mineral water>eggs>chicken>green tea>chocolate>frozen smoothie
C4102,166,0.21,2411,24,mineral water>eggs>whole wheat rice>chocolate>escalope
C4103,82,0.05,583,36,eggs
C4104,144,0.12,2115,21,grated cheese>ground beef>rice
C4105,183,0.19,1688,25,spaghetti>body spray
C4106,106,0.25,1207,21,mineral water>green tea
C4107,238,0.21,1138,33,chocolate>french fries
C4108,51,0.19,820,20,burgers>shrimp>spaghetti>olive oil>salmon>cooking oil>escalope>tomato juice
C4109,131,0.03,1263,57,herb & pepper>mineral water>soup>milk>french wine>pancakes>eggs>honey>oil>champagne>magazines>mayonnaise
C4110,55,0.04,865,27,vegetables mix
C4111,131,0.05,770,31,barbecue sauce
C4112,71,0.17,2274,32,milk
C4113,169,0.05,569,55,ham>tomatoes>avocado>fromage blanc>pancakes>eggs>honey>whole wheat rice>cake>gums>light mayo
C4114,133,0.09,1277,31,frozen vegetables>ground beef>spaghetti>mineral water>milk>black tea>pancakes>eggs>cooking oil>barbecue sauce>chocolate
C4115,223,0.1,2469,39,tomatoes>milk
C4116,51,0.02,2284,58,eggs>green tea
C4117,230,0.22,1688,53,ground beef
C4118,177,0.18,733,32,frozen vegetables>whole wheat pasta>olive oil>eggs>carrots>green tea>french fries>cottage cheese
C4119,216,0.24,1254,35,olive oil>cake>chocolate
C4120,80,0.19,1101,54,burgers>red wine>shrimp>mineral water>milk>honey
C4121,140,0.16,2377,35,turkey>burgers>eggs>french fries>pasta>green tea
C4122,143,0.07,1564,23,ham>ground beef>spaghetti>olive oil>vegetables mix>muffins
C4123,211,0.24,917,37,mineral water>cookies
C4124,93,0.08,1735,55,cottage cheese>mayonnaise
C4125,204,0.22,2036,30,chicken>oil>cookies>brownies>tomato juice>toothpaste
C4126,83,0.16,1015,46,mineral water>whole wheat rice>escalope>low fat yogurt
C4127,171,0.14,2342,21,shrimp>pepper>energy bar>cooking oil>escalope>fresh bread
C4128,163,0.14,1336,20,frozen vegetables>whole wheat rice>cake
C4129,82,0,841,41,burgers>french wine>eggs>barbecue sauce>cottage cheese>melons>fresh bread>white wine
C4130,87,0.01,1715,20,mineral water>green tea>honey
C4131,100,0.16,574,20,chili
C4132,117,0.2,904,39,shrimp>tomatoes>ground beef>mineral water>oil
C4133,164,0.1,2231,57,herb & pepper>ground beef>spaghetti>salmon>muffins>eggs>chicken
C4134,131,0.09,1071,49,cookies
C4135,195,0.08,1741,49,frozen vegetables
C4136,249,0.19,1002,42,energy bar>chocolate bread>whole weat flour>mint
C4137,149,0.19,2023,56,cookies
C4138,163,0.14,799,28,ham>grated cheese>frozen vegetables>ground beef>spaghetti
C4139,56,0.19,686,49,chicken>eggs
C4140,222,0.22,505,45,ham>spaghetti>mineral water>eggs>green tea
C4141,88,0.08,938,40,burgers>frozen vegetables>tomatoes>soup>energy bar>escalope
C4142,117,0.15,1181,52,turkey>burgers>frozen vegetables>ground beef>mineral water>almonds>salmon>barbecue sauce>carrots>hot dogs
C4143,192,0.12,937,45,burgers>butter>escalope>cauliflower
C4144,232,0.06,2396,54,mineral water>chocolate>chicken>escalope
C4145,134,0.01,1791,57,mineral water>black tea>almonds>pancakes>eggs
C4146,155,0.13,2342,46,salmon>vegetables mix
C4147,107,0.23,617,42,ground beef>spaghetti>milk>zucchini
C4148,144,0.09,1697,45,tomatoes>spaghetti>mineral water>milk>rice>oil
C4149,84,0.25,1660,22,chocolate
C4150,65,0.05,1007,47,french fries
C4151,92,0.15,1505,46,dessert wine>chocolate>spaghetti>salmon>cooking oil>protein bar>hand protein bar
C4152,247,0.02,779,37,shrimp>tomatoes>mineral water>chicken>whole weat flour>cottage cheese>body spray>fresh bread
C4153,81,0.08,1049,26,salt
C4154,247,0.04,1937,58,shrimp>soup>butter
C4155,121,0.22,2031,31,fresh tuna>mineral water>eggs
C4156,239,0.15,2038,57,red wine>cooking oil>french fries
C4157,153,0.13,1563,21,cookies
C4158,230,0,1141,25,burgers>eggs
C4159,79,0.07,1948,27,eggs>cookies
C4160,227,0.02,1303,22,burgers>french fries>yogurt cake
C4161,139,0.01,616,52,eggs>pet food
C4162,173,0.11,1579,25,salmon>chocolate
C4163,250,0.2,2222,21,tomatoes>mineral water>honey>whole wheat rice>cooking oil>whole weat flour>frozen smoothie>low fat yogurt
C4164,145,0.13,1495,41,mineral water>frozen smoothie
C4165,103,0.21,630,24,turkey>spaghetti>olive oil>strong cheese>pancakes>eggs>tomato juice>fresh bread
C4166,69,0.19,1945,21,spaghetti>black tea
C4167,195,0.02,1607,56,honey>escalope>low fat yogurt
C4168,237,0.13,2264,47,shrimp
C4169,130,0.21,998,32,mineral water>eggs>strawberries
C4170,233,0.15,2092,33,turkey>burgers>whole wheat pasta>chocolate>milk>olive oil>chicken>pancakes>cooking oil>green tea
C4171,186,0.09,2464,34,energy bar>pancakes
C4172,75,0.06,1114,57,mushroom cream sauce
C4173,90,0.2,906,36,french fries
C4174,189,0.01,864,45,burgers>milk>cake>cereals
C4175,198,0.24,546,58,pickles>light mayo
C4176,119,0.24,1125,45,cake>oil>escalope>pancakes>yogurt cake
C4177,50,0.05,1478,60,yogurt cake>candy bars
C4178,208,0.17,2350,54,ground beef>cookies
C4179,156,0.23,1639,45,tomatoes>mineral water>eggplant>french fries
C4180,108,0.09,2403,56,ground beef>spaghetti>mineral water>chili>escalope
C4181,194,0,1310,32,burgers>mineral water>salmon>vegetables mix>pancakes>eggs>frozen smoothie>body spray
C4182,109,0.2,559,44,escalope
C4183,181,0.12,692,34,whole wheat rice>cookies>protein bar>hand protein bar
C4184,202,0.09,1276,47,french wine>pet food
C4185,137,0.13,946,39,french fries
C4186,76,0.08,1833,23,french fries>escalope>pasta>mushroom cream sauce>fresh bread
C4187,163,0.08,656,28,mineral water>chocolate>cereals
C4188,228,0.17,1699,52,turkey>eggs
C4189,111,0.21,1513,44,frozen vegetables>tomatoes>chicken>fresh bread>magazines>green tea
C4190,83,0.11,558,46,dessert wine>ground beef>pepper>butter>chicken>french fries>zucchini
C4191,61,0.24,1050,50,milk>frozen smoothie
C4192,141,0.09,1777,30,french fries>cottage cheese
C4193,54,0.2,2154,29,ground beef>spaghetti>milk>extra dark chocolate>green tea
C4194,77,0.09,1650,42,tomatoes>meatballs>french fries
C4195,186,0.01,2340,42,escalope
C4196,150,0.05,2069,47,tomatoes>french fries>strawberries
C4197,209,0.1,2139,27,frozen vegetables>chocolate>eggs>eggplant>clothes accessories>green tea
C4198,249,0.06,1162,47,avocado>brownies
C4199,160,0.25,1250,51,mineral water>eggs>cake>low fat yogurt
C4200,159,0.16,2029,21,dessert wine>ground beef>spaghetti>mineral water>salmon>cooking oil
C4201,93,0.13,1613,48,turkey>mineral water>eggs>bug spray
C4202,114,0.13,723,26,avocado
C4203,207,0.22,1766,32,ground beef>spaghetti>mineral water>nonfat milk>honey>pet food>eggplant>white wine
C4204,76,0.04,1685,50,cookies
C4205,137,0.16,1152,33,mineral water>cake
C4206,198,0.19,1779,27,eggs>white wine
C4207,245,0,750,46,cookies
C4208,176,0.24,1696,55,burgers>milk>eggs
C4209,89,0.24,1185,32,cookies
C4210,160,0.15,1503,40,pasta
C4211,147,0.08,924,50,milk
C4212,94,0.19,1568,28,chili>green beans>pancakes
C4213,220,0.11,903,30,mineral water>milk>chicken>eggs>blueberries>pancakes
C4214,190,0.17,800,20,burgers>carrots>french fries>green tea
C4215,243,0.11,1429,51,eggs>cake>chicken
C4216,56,0.24,1628,47,grated cheese>tomatoes>yams>avocado>salmon>rice>cooking oil>gluten free bar>protein bar>hand protein bar
C4217,194,0.04,2348,22,soup>french fries>body spray
C4218,152,0.06,1045,21,eggs>green tea
C4219,196,0,1325,58,turkey>mineral water>chocolate>avocado
C4220,60,0.14,1487,45,chocolate
C4221,72,0.13,800,26,french fries
C4222,210,0.18,1319,30,ham>vegetables mix>frozen smoothie
C4223,128,0.12,2224,26,turkey>frozen vegetables>milk>eggs
C4224,98,0.15,2410,35,green tea
C4225,69,0.02,1630,57,eggs>mushroom cream sauce
C4226,112,0.13,1966,50,vegetables mix
C4227,181,0.04,899,25,olive oil>salmon>vegetables mix
C4228,100,0.14,1733,60,eggs>whole wheat rice
C4229,125,0.22,2356,46,french fries>escalope>pasta>mushroom cream sauce
C4230,161,0.19,868,58,cider>honey>low fat yogurt
C4231,163,0.22,661,45,mineral water>soup>avocado>champagne>gluten free bar>magazines>mayonnaise>low fat yogurt
C4232,172,0.01,1700,33,ground beef>black tea
C4233,85,0.06,823,31,turkey>chocolate>whole wheat rice
C4234,215,0.06,2023,40,escalope>pasta
C4235,95,0.04,1605,39,french fries
C4236,211,0.04,2340,58,spaghetti>mineral water>avocado>almonds>french wine>oil>green tea>french fries>frozen smoothie>melons
C4237,198,0.19,2089,45,soup>milk
C4238,132,0.11,1200,57,tomatoes>french fries
C4239,229,0.19,1580,58,mint green tea>candy bars
C4240,123,0,621,53,turkey
C4241,131,0.09,1323,22,herb & pepper>milk>chicken>vegetables mix>cereals>low fat yogurt
C4242,225,0.08,1236,34,soup>butter>chocolate
C4243,210,0.19,2260,53,red wine>mineral water>soup>avocado>eggs>oil>corn>chocolate bread>french fries>body spray>fresh bread>green tea
C4244,119,0.1,507,57,shrimp>ground beef>pepper>mineral water>whole wheat rice
C4245,216,0.04,2196,40,eggs>french fries>strawberries
C4246,148,0.05,2282,50,escalope
C4247,128,0.22,2382,31,grated cheese>frozen vegetables
C4248,109,0.1,767,57,chicken>muffins>cake>yogurt cake
C4249,203,0.13,538,42,frozen vegetables>tomatoes>mineral water>cake
C4250,203,0.06,1056,28,energy bar
C4251,199,0.05,1234,54,grated cheese>ground beef>whole wheat rice>cake
C4252,202,0.02,1217,37,burgers>grated cheese>mineral water>cake
C4253,65,0.19,2189,32,milk>cookies>white wine
C4254,210,0.19,1760,30,ham>pickles>spaghetti>eggs>whole wheat rice>french fries>champagne
C4255,233,0.13,798,46,frozen vegetables>whole wheat rice>energy drink
C4256,92,0.01,1395,53,red wine>spaghetti>mineral water>cream>oil>chicken>extra dark chocolate>cookies
C4257,119,0.23,1413,41,ground beef>spaghetti>milk>eggs>chocolate>pancakes>fresh bread
C4258,116,0.22,2364,45,chocolate>mineral water>olive oil>eggs>honey>frozen smoothie>sparkling water>candy bars
C4259,233,0.12,1588,46,avocado>whole wheat rice
C4260,168,0.02,1977,26,green tea
C4261,53,0.01,1620,48,tomatoes>flax seed>chicken>green tea>chocolate>cottage cheese
C4262,63,0.02,845,20,burgers>spaghetti>bug spray>babies food>low fat yogurt
C4263,57,0.1,1413,59,burgers>spaghetti>mineral water>milk>french fries
C4264,234,0.08,1336,35,shrimp>champagne
C4265,111,0.06,2127,45,chocolate
C4266,63,0.04,2187,60,cake
C4267,103,0.05,716,21,burgers>eggs>low fat yogurt>green tea
C4268,240,0.13,1207,48,burgers>black tea>escalope
C4269,193,0.1,786,26,mineral water>eggs
C4270,130,0.05,1165,37,dessert wine>mineral water>milk>flax seed>strong cheese>honey
C4271,179,0.22,1801,26,chocolate
C4272,236,0.22,693,39,herb & pepper
C4273,209,0.04,1009,27,antioxydant juice>escalope
C4274,180,0.14,2464,20,ham>shrimp>tomatoes>ground beef>chocolate
C4275,219,0.07,2330,29,escalope>honey
C4276,99,0.01,2493,44,mineral water>fromage blanc>cider>eggs
C4277,179,0.13,566,47,vegetables mix>honey>frozen smoothie
C4278,200,0.03,2121,50,avocado>milk>cereals>fresh bread
C4279,115,0.18,1931,44,parmesan cheese>spaghetti>french fries>cookies
C4280,248,0.16,786,59,eggs>chicken>green tea>french fries
C4281,233,0.11,1529,33,burgers>ham>tomatoes>spaghetti>hot dogs>fresh bread
C4282,153,0.03,910,55,burgers>energy bar>eggs
C4283,126,0.06,2176,48,chocolate>fresh bread
C4284,155,0.15,1395,23,chocolate>frozen smoothie>cottage cheese
C4285,126,0.16,2455,44,mineral water>chocolate>mashed potato>brownies
C4286,198,0.18,2489,49,eggs
C4287,91,0.07,1334,30,eggs>french fries
C4288,62,0.11,2400,51,shrimp>whole wheat pasta>milk>chocolate>french fries>frozen smoothie>pancakes>energy drink>green tea
C4289,100,0,912,51,eggs>cake>green tea
C4290,101,0.22,951,59,grated cheese>pepper>pancakes>cake>french fries>green tea
C4291,79,0.22,2400,22,mineral water>salmon
C4292,233,0.16,2274,49,escalope
C4293,69,0.1,534,22,chocolate
C4294,50,0.02,2290,44,energy drink>mayonnaise
C4295,218,0.24,1268,51,whole wheat pasta>milk>olive oil
C4296,170,0.2,1321,43,avocado>french fries
C4297,207,0.21,1795,48,fresh tuna>pepper>tomato sauce>sandwich
C4298,132,0.2,2497,42,grated cheese>frozen vegetables>french wine>cooking oil>french fries>escalope>fresh bread
C4299,138,0.05,778,52,cereals>champagne
C4300,115,0.22,1844,20,mineral water>whole wheat rice>cooking oil>french fries>escalope
C4301,124,0.19,2294,44,cooking oil>frozen smoothie>mushroom cream sauce
C4302,216,0.15,543,30,mineral water
C4303,150,0.02,867,40,mineral water>avocado>green tea>chocolate
C4304,121,0.01,521,56,spaghetti>eggs
C4305,78,0.08,670,42,pancakes
C4306,99,0.18,1100,40,cookies
C4307,238,0.01,653,51,burgers>champagne>fresh bread
C4308,113,0.24,2483,41,fresh tuna>ground beef>olive oil>ketchup
C4309,104,0.24,2125,59,mineral water
C4310,180,0.08,870,36,spaghetti>meatballs>vegetables mix>muffins>cake
C4311,170,0.15,889,28,burgers>salmon>eggs>french fries>mushroom cream sauce
C4312,52,0,542,34,escalope
C4313,133,0.24,1613,33,champagne>fresh bread
C4314,158,0.25,658,41,whole wheat rice
C4315,170,0.03,1361,37,olive oil>cooking oil>cottage cheese
C4316,167,0.18,2044,52,frozen vegetables>olive oil>oatmeal
C4317,76,0.08,1533,24,shrimp>tomatoes
C4318,181,0.17,663,47,tomatoes>french fries>sandwich
C4319,98,0.09,1405,55,brownies>energy drink
C4320,96,0.17,1065,59,frozen vegetables>spaghetti>mineral water>whole wheat rice>cooking oil>chocolate bread>whole weat flour>brownies
C4321,156,0.19,2028,52,turkey>shrimp>tomatoes>meatballs>energy bar>vegetables mix>whole wheat rice>carrots>green tea
C4322,104,0.04,1297,60,burgers>eggs>chicken>chocolate>french fries>frozen smoothie>champagne>babies food
C4323,230,0.1,2272,31,turkey>burgers>soup>fromage blanc>french fries>cookies
C4324,242,0.09,1223,57,soup>green tea>escalope
C4325,54,0.1,1743,29,ham>shrimp>milk>whole wheat rice>cereals>chocolate>pancakes>fresh bread
C4326,158,0.09,1729,28,spaghetti>mineral water>spinach>honey>cake>french fries>frozen smoothie>energy drink
C4327,163,0.17,696,43,mineral water
C4328,65,0.18,1772,57,pancakes
C4329,71,0.01,2181,21,tomatoes>olive oil
C4330,234,0.18,1025,50,spaghetti>mineral water>barbecue sauce>yogurt cake>salad
C4331,136,0.19,813,33,burgers>spaghetti>avocado>milk>flax seed>french wine>cider>chocolate>frozen smoothie>green tea
C4332,124,0.19,1693,31,hot dogs
C4333,130,0.11,1011,52,cooking oil>light mayo
C4334,106,0.1,1269,48,mineral water>eggs>bug spray
C4335,228,0.12,1331,27,turkey>burgers>spaghetti>honey>carrots>brownies>green tea
C4336,68,0.02,1630,36,mineral water
C4337,64,0.04,1526,33,mineral water>black tea>almonds
C4338,206,0.15,2185,57,whole wheat rice>french fries>cookies>fresh bread>green tea
C4339,188,0.2,971,47,oil>french fries>champagne>cookies>hot dogs>light mayo>tomato juice>green tea
C4340,120,0.12,509,26,shallot
C4341,207,0.18,1149,37,eggs>ham
C4342,182,0.15,1554,38,chocolate
C4343,156,0.18,1536,25,shrimp>ground beef>cooking oil>cereals>green tea
C4344,61,0.04,748,35,mineral water>avocado>meatballs>milk>cake>cooking oil>chocolate>french fries
C4345,66,0.11,1309,35,turkey>herb & pepper>ground beef>mineral water>chocolate>milk>eggs>blueberries>honey
C4346,119,0.2,2061,58,french fries
C4347,215,0.12,1711,26,ham>spaghetti
C4348,95,0.22,1160,22,burgers>energy bar>almonds>eggs>french fries>green tea
C4349,244,0.1,1317,28,burgers>ham>avocado>eggs>mint green tea>french fries>cookies
C4350,192,0.19,1788,21,pancakes
C4351,88,0.06,2097,30,cookies
C4352,158,0.15,2371,27,escalope>low fat yogurt
C4353,64,0.17,559,52,dessert wine>ground beef>spaghetti>fromage blanc>cake>chicken>protein bar
C4354,175,0.04,1190,37,cake>cottage cheese
C4355,204,0.06,1455,59,herb & pepper>red wine>spaghetti>eggs>chicken>champagne>tomato juice>low fat yogurt
C4356,121,0.15,2233,55,cookies>low fat yogurt
C4357,133,0.14,1482,56,low fat yogurt
C4358,169,0.03,2314,48,burgers>eggs
C4359,130,0.14,1053,21,shrimp>tomatoes>ground beef>butter>green tea>toothpaste
C4360,67,0.17,698,42,cookies
C4361,210,0.18,2167,37,eggs>whole wheat rice
C4362,136,0.01,2468,27,cookies
C4363,125,0.15,1000,22,turkey>mineral water>eggs>low fat yogurt
C4364,235,0.02,766,32,turkey>burgers>ham>frozen vegetables>whole wheat rice>chocolate
C4365,175,0.11,1639,36,french fries>escalope
C4366,213,0.19,2227,47,ham>chocolate>ground beef>pepper>mineral water>french fries
C4367,223,0.21,703,60,champagne
C4368,157,0.19,1984,48,burgers>spaghetti
C4369,216,0.2,1982,45,whole wheat rice>rice>oil>cooking oil>french fries>low fat yogurt
C4370,109,0.15,2084,55,french wine>rice>french fries>brownies
C4371,75,0.18,2017,54,avocado>milk
C4372,119,0.2,2310,39,green tea
C4373,65,0.23,2181,28,spaghetti>flax seed>french fries
C4374,137,0.08,1779,27,turkey>burgers>mineral water>meatballs>milk>almonds>french wine>eggs>cake>carrots>low fat yogurt
C4375,115,0.13,702,48,grated cheese>mineral water>rice>frozen smoothie
C4376,96,0.17,684,35,milk>eggs
C4377,189,0.11,2258,54,herb & pepper>shrimp>ground beef>milk>olive oil>whole wheat rice>fresh bread>low fat yogurt
C4378,229,0.16,2260,54,fresh tuna>almonds
C4379,67,0.11,2303,34,turkey>frozen vegetables>spaghetti>eggs>chocolate>french fries>frozen smoothie>hot dogs>brownies
C4380,118,0.02,2067,30,red wine>spaghetti>carrots
C4381,69,0.01,1867,20,champagne
C4382,57,0.05,1621,57,yams>cake
C4383,116,0.19,2248,37,energy drink
C4384,57,0.18,908,42,cereals>champagne>salad
C4385,111,0.07,507,53,pickles>turkey>parmesan cheese>pepper>spaghetti>mineral water>meatballs>milk>olive oil>french wine>salmon>frozen smoothie>fresh bread
C4386,152,0.12,1810,29,grated cheese>herb & pepper>tomatoes>ground beef>mineral water>rice>low fat yogurt
C4387,178,0.07,1214,50,grated cheese>frozen vegetables>milk>salmon>eggs>cooking oil>corn
C4388,240,0.17,1792,24,ground beef>tomato sauce>spaghetti
C4389,150,0.05,2029,33,frozen vegetables>eggs>champagne
C4390,80,0.05,1298,44,grated cheese>mineral water>eggs>protein bar>tomato juice>fresh bread
C4391,89,0.2,1999,59,escalope
C4392,51,0.07,855,54,mineral water>honey
C4393,187,0.09,594,40,meatballs
C4394,235,0.18,1878,58,burgers>ham>eggs>whole wheat rice>ham>french fries>cookies>green tea
C4395,95,0.24,2401,59,mineral water>chocolate>chicken
C4396,216,0.14,1507,41,mineral water>chocolate>french fries>strawberries
C4397,160,0.06,1941,46,champagne
C4398,247,0.19,1136,40,brownies
C4399,68,0.02,2156,48,red wine>olive oil>chicken>eggs>rice>eggplant>sparkling water
C4400,104,0.11,1598,45,champagne
C4401,101,0.06,2462,33,cookies
C4402,244,0.05,579,27,turkey>chocolate>red wine>spaghetti>avocado>butter>oil>green beans>body spray
C4403,52,0.02,910,51,ground beef>clothes accessories>chocolate
C4404,77,0.06,1949,41,muffins>sandwich
C4405,53,0.19,2031,45,fromage blanc>french fries>escalope>pasta>mushroom cream sauce>fresh bread
C4406,150,0.23,926,35,frozen vegetables>melons
C4407,104,0.07,1109,27,fresh tuna>shrimp>frozen vegetables>tomatoes>fromage blanc>honey>green tea
C4408,70,0.25,1724,33,burgers>red wine>tomatoes>ground beef>mineral water>pancakes
C4409,233,0.16,767,47,spaghetti
C4410,204,0.03,1762,48,green tea
C4411,208,0.04,993,50,tomatoes>spaghetti>meatballs>french wine>eggs>melons>fresh bread
C4412,138,0.23,1949,26,mineral water>chocolate>french fries>pancakes
C4413,139,0.1,1829,45,french fries>brownies
C4414,65,0.11,866,48,mineral water
C4415,222,0.14,1709,57,energy bar>candy bars
C4416,156,0.18,1615,23,tomato juice>candy bars
C4417,113,0.01,1903,24,grated cheese>spaghetti>mineral water>eggs>gums>frozen smoothie>body spray>energy drink
C4418,96,0.13,1929,32,hot dogs
C4419,212,0.19,2185,36,tomatoes>cookies>green tea
C4420,210,0.07,2481,26,avocado>cider>eggs>whole wheat rice>french fries>cookies>low fat yogurt
C4421,108,0.19,2259,33,champagne
C4422,169,0.12,1631,36,mint green tea>cookies
C4423,79,0.15,668,42,cake>chocolate>yogurt cake
C4424,137,0.01,1141,34,cookies
C4425,179,0.2,944,36,burgers>ham>chocolate
C4426,158,0.24,1836,44,eggs>carrots
C4427,89,0.06,890,26,clothes accessories>cookies
C4428,106,0.21,698,44,chocolate>ground beef>mineral water>eggs>rice>low fat yogurt
C4429,102,0.03,1405,54,french fries
C4430,137,0.17,2142,24,mint green tea>cottage cheese
C4431,237,0.13,1111,39,mineral water>chicken>chocolate>escalope
C4432,72,0.02,894,59,dessert wine>frozen vegetables>spaghetti
C4433,219,0.23,914,50,burgers>mineral water
C4434,147,0.19,2138,31,pickles>herb & pepper>tomatoes>ground beef>chocolate>green tea
C4435,185,0.14,1978,54,cookies>honey
C4436,163,0.16,1607,42,fresh tuna>fromage blanc>eggs>honey>frozen smoothie>cookies>cottage cheese>brownies>pancakes>energy drink
C4437,87,0.16,1459,51,french fries
C4438,184,0.08,822,51,cake>gums>green tea>chocolate>champagne
C4439,242,0.03,988,54,frozen vegetables>tomatoes>parmesan cheese>gums>chocolate>french fries>strawberries
C4440,246,0.19,1086,54,shrimp>frozen vegetables>milk>butter>cake
C4441,106,0.19,1809,49,tomatoes
C4442,88,0.23,1735,33,milk
C4443,74,0.12,708,46,ground beef>mineral water>french wine>strong cheese
C4444,175,0.06,2234,43,brownies>yogurt cake
C4445,59,0.13,2296,59,burgers>mineral water>milk>olive oil>cake>frozen smoothie>light mayo
C4446,175,0.21,2116,23,french fries
C4447,74,0.03,895,59,french fries>energy drink
C4448,244,0.14,1834,52,mineral water
C4449,95,0.22,2199,29,burgers>frozen vegetables>ground beef>pepper>spaghetti>mineral water>honey>strawberries
C4450,149,0.21,1772,55,burgers>ham>milk
C4451,157,0.1,1770,34,mineral water>cooking oil>french fries
C4452,167,0.17,2257,50,grated cheese>shrimp>spaghetti>avocado>milk
C4453,165,0.16,2093,47,mineral water>pancakes>eggs>frozen smoothie
C4454,136,0.04,2347,36,mineral water>whole wheat rice
C4455,164,0.12,540,24,eggs>cake>barbecue sauce>french fries>body spray
C4456,127,0.18,2144,27,mineral water>escalope
C4457,67,0.08,1873,20,low fat yogurt
C4458,216,0.08,2033,27,fresh tuna>frozen vegetables>spaghetti>mineral water>milk>chutney>eggs>light cream>cooking oil>tomato juice>green tea
C4459,219,0.04,1927,44,burgers>chocolate>french wine>pancakes
C4460,230,0.06,2439,51,escalope
C4461,144,0.03,1522,41,grated cheese>frozen vegetables>mineral water>pancakes
C4462,149,0.17,1763,22,yogurt cake
C4463,132,0.25,1136,30,turkey>frozen vegetables>ground beef>mineral water>chicken>barbecue sauce>sparkling water
C4464,163,0.05,1943,41,escalope
C4465,79,0.05,1787,24,champagne
C4466,240,0.14,2330,32,grated cheese>french fries>frozen smoothie>escalope>pasta
C4467,224,0.24,1479,30,mineral water>vegetables mix>chocolate
C4468,158,0.14,534,60,pancakes
C4469,94,0.05,1084,36,ground beef>tomato sauce>spaghetti>chicken>salmon>oatmeal>eggplant>green tea
C4470,86,0.06,734,25,brownies
C4471,161,0.08,2117,57,shrimp>ground beef>salmon>strawberries
C4472,60,0.13,1115,31,grated cheese>ground beef
C4473,138,0.21,2255,55,salt>green tea
C4474,90,0.13,1680,49,eggs
C4475,85,0.07,1939,39,eggs>french fries
C4476,201,0.13,1824,57,chocolate>mushroom cream sauce
C4477,154,0.07,540,50,grated cheese>mineral water>green tea
C4478,207,0,939,35,energy bar>eggs>french fries>melons
C4479,215,0.01,1109,43,french fries
C4480,203,0.15,1040,33,burgers>mineral water
C4481,138,0.2,1775,28,turkey>ham>meatballs>pancakes>whole wheat rice>chicken>carrots
C4482,83,0.11,2266,28,mineral water>low fat yogurt
C4483,236,0.21,2070,24,escalope
C4484,164,0.04,1329,44,pancakes
C4485,129,0.02,1852,49,ham>soup>olive oil>blueberries
C4486,135,0.15,1299,39,tomatoes>french fries>cookies
C4487,162,0.21,1840,58,mineral water
C4488,127,0.04,1747,39,escalope>pasta
C4489,100,0.19,673,48,spaghetti>olive oil>eggs>brownies>tomato juice>low fat yogurt
C4490,186,0.16,504,44,french fries>strawberries
C4491,165,0.07,563,59,butter
C4492,57,0.03,1759,42,tomatoes>olive oil>french wine>chocolate>frozen smoothie>honey
C4493,51,0.24,2221,50,shrimp>spaghetti>mineral water>chocolate>oil>protein bar
C4494,206,0.17,847,26,ham>eggs>honey>gums>light cream>ham
C4495,188,0.18,1765,29,chocolate>light mayo
C4496,162,0.11,2219,23,soda>escalope>tomato juice
