CartCode,Total,Discount,CustomerSalary,CustomerAge,Sex,MaritalStatus,IntervalTime,UseCreditCard,ListOfProduct
C3888,74,0.1,1226,43,M,4,I3,YES,eggs
C3889,191,0.1,1906,30,M,0,I4,YES,burgers>butter>cake>cooking oil>eggplant>cereals>brownies
C3890,196,0.2,2154,33,M,3,I2,NO,champagne>mushroom cream sauce
C3891,58,0.19,1027,49,F,3,I4,NO,grated cheese>herb & pepper>ground beef>spaghetti>salmon>cooking oil>champagne
C3892,123,0.09,2210,39,M,1,I2,NO,honey
C3893,245,0.24,2033,35,F,2,I1,YES,ground beef>mineral water>honey>low fat yogurt
C3894,186,0.17,1176,57,M,2,I1,NO,turkey>escalope
C3895,136,0.11,2366,59,M,3,I1,NO,shrimp>extra dark chocolate>whole weat flour
C3896,246,0.08,719,41,M,4,I2,NO,eggs>cake
C3897,115,0.19,777,26,M,3,I4,YES,frozen vegetables>mineral water>soup>milk>eggs>energy drink
C3898,246,0.09,2351,41,F,4,I2,YES,chicken>frozen smoothie
C3899,102,0.01,1231,28,F,2,I2,YES,burgers>fresh tuna>grated cheese>spaghetti>mineral water>avocado>olive oil>gums>frozen smoothie>hot dogs>cottage cheese
C3900,114,0.24,1137,43,M,3,I2,YES,turkey>grated cheese>shrimp>tomatoes>vegetables mix>brownies>pancakes>tomato juice>green tea
C3901,182,0.18,1370,54,F,2,I3,YES,escalope>green tea
C3902,148,0.24,1292,24,F,2,I1,NO,ketchup
C3903,196,0.12,1230,53,F,0,I3,YES,cookies
C3904,189,0.14,2355,29,M,4,I3,YES,frozen vegetables>mineral water>pancakes>cake>cooking oil>green tea>shampoo>tomato juice>magazines
C3905,112,0.01,2032,56,M,3,I4,YES,herb & pepper>shrimp>ground beef>yogurt cake
C3906,92,0.06,816,56,F,0,I4,NO,mineral water>eggs
C3907,72,0.19,2266,29,F,0,I2,YES,chocolate>french fries
C3908,136,0.2,2360,54,F,4,I4,YES,grated cheese>tomatoes>ground beef>spaghetti>soup>meatballs>cooking oil>low fat yogurt
C3909,246,0.18,1934,38,F,1,I4,YES,grated cheese>frozen vegetables>ground beef>olive oil>salmon>blueberries
C3910,94,0.2,2262,49,F,4,I4,NO,tomatoes>spaghetti>milk>olive oil>pancakes>whole wheat rice>green tea>yogurt cake>mint
C3911,228,0.19,1348,54,M,2,I4,YES,yogurt cake
C3912,176,0.06,1892,57,M,0,I1,YES,shrimp>frozen vegetables>tomatoes>spaghetti>milk>butter>chicken>frozen smoothie>tomato juice>mint
C3913,73,0.06,847,26,F,0,I4,NO,burgers>herb & pepper>frozen vegetables>spaghetti>chocolate>milk>butter>flax seed>almonds>bug spray>chili>whole weat flour>low fat yogurt
C3914,183,0.06,1268,22,M,0,I1,YES,ground beef>spaghetti>mineral water>almonds>eggs>cereals>green tea
C3915,104,0.14,1681,24,F,0,I1,NO,ground beef
C3916,219,0.22,1745,57,F,1,I3,YES,frozen vegetables>butter>whole wheat rice>pet food>fresh bread
C3917,111,0.03,2190,22,M,2,I2,NO,tomatoes>ground beef>muffins>eggs>cookies
C3918,85,0.19,1037,20,M,3,I1,YES,soup>milk>pancakes>honey>mint green tea>cottage cheese
C3919,144,0.23,2285,41,M,3,I3,YES,herb & pepper>ground beef>spaghetti>mineral water>soup>cream>pancakes>french fries>frozen smoothie
C3920,222,0.17,1258,29,M,0,I1,NO,turkey>ground beef>chocolate>cookies>tomato juice
C3921,221,0.24,1252,40,M,3,I3,NO,ground beef>spaghetti>butter>french wine>eggs>whole weat flour>hot dogs>sparkling water>brownies>body spray>energy drink
C3922,97,0.14,1517,27,M,4,I3,NO,turkey>tomatoes>ground beef>spaghetti>mineral water>meatballs>french fries
C3923,139,0.09,994,34,F,3,I3,NO,red wine>ground beef>spaghetti>mineral water>black tea>mayonnaise>low fat yogurt
C3924,92,0.02,742,37,M,0,I1,NO,burger sauce>escalope
C3925,217,0.15,1138,39,M,4,I1,YES,frozen vegetables>parmesan cheese>ground beef>spaghetti>eggs>tea>escalope
C3926,200,0.07,1614,47,F,3,I2,YES,tomatoes
C3927,154,0.01,1568,53,F,3,I1,YES,shrimp>soup>gums>barbecue sauce
C3928,81,0.07,511,35,M,1,I3,NO,frozen smoothie>melons
C3929,248,0.08,595,37,M,2,I1,YES,turkey>ham>chocolate>muffins>pancakes>cake>rice>chicken>green tea>low fat yogurt
C3930,170,0.02,1757,48,F,2,I2,YES,mineral water>pancakes>oil
C3931,53,0.01,2117,29,M,3,I2,NO,red wine>cake>champagne
C3932,114,0.06,2483,60,M,0,I4,YES,cottage cheese>light mayo
C3933,94,0.11,1020,42,M,3,I2,NO,french fries>pancakes
C3934,161,0.12,1642,56,F,4,I3,NO,red wine>tomatoes>ground beef>spaghetti>mineral water>olive oil>chicken>whole wheat rice>chili>chocolate bread
C3935,149,0.17,2443,52,M,4,I3,NO,turkey>olive oil>green tea>honey
C3936,238,0.18,857,46,M,4,I4,NO,french wine>cake
C3937,103,0.23,1716,26,M,2,I4,YES,low fat yogurt
C3938,220,0.24,1319,32,M,2,I1,YES,black tea>eggs>whole wheat rice>low fat yogurt>green tea
C3939,69,0.14,1849,21,F,2,I3,YES,tomatoes>green tea
C3940,126,0.03,1992,32,F,0,I1,NO,frozen vegetables>tomatoes>parmesan cheese>mineral water
C3941,190,0.04,1414,21,M,1,I2,YES,red wine>parmesan cheese>ground beef>spaghetti>hand protein bar>cauliflower>mint
C3942,160,0.18,1242,44,M,3,I3,NO,pickles>cereals>green tea
C3943,159,0.21,647,58,F,2,I1,NO,mint
C3944,102,0.19,887,54,M,3,I2,YES,mineral water
C3945,55,0.16,2474,32,M,0,I3,NO,frozen vegetables>ground beef>eggs>low fat yogurt
C3946,217,0.08,621,42,F,4,I2,NO,mineral water>chocolate>milk>eggs>toothpaste>low fat yogurt
C3947,126,0.1,2003,36,M,0,I2,NO,escalope
C3948,157,0.17,1815,28,M,2,I4,YES,mineral water>soup>olive oil
C3949,199,0.04,2197,33,F,2,I1,YES,turkey>spaghetti>chicken>whole weat flour>cottage cheese>fresh bread
C3950,79,0.18,546,38,F,1,I3,NO,shrimp>frozen vegetables
C3951,169,0.02,1467,35,M,0,I1,NO,red wine>flax seed>cake>frozen smoothie>hot dogs>toothpaste
C3952,150,0.04,1136,46,M,2,I2,NO,cream
C3953,57,0.16,2352,47,M,2,I2,NO,milk>butter>green grapes>chocolate>escalope
C3954,183,0.15,2293,44,F,4,I2,NO,burgers>ground beef>spaghetti>mineral water>oil>barbecue sauce>yogurt cake>low fat yogurt
C3955,171,0,1922,21,M,0,I3,YES,escalope
C3956,135,0.09,2499,36,F,1,I2,YES,champagne
C3957,215,0.05,1959,44,F,4,I2,YES,carrots
C3958,102,0.11,1167,40,M,2,I1,NO,chocolate
C3959,82,0.16,799,24,M,1,I3,NO,chocolate>herb & pepper>ground beef>spaghetti>mineral water>olive oil>rice>french fries
C3960,103,0.14,799,35,F,0,I4,YES,tomato sauce>mineral water>cake
C3961,190,0.07,1701,37,F,3,I2,NO,turkey>pancakes
C3962,61,0.22,1615,41,M,0,I2,YES,french fries
C3963,239,0.08,1578,30,M,2,I3,YES,honey>whole wheat rice
C3964,202,0.05,793,51,M,1,I3,YES,chocolate>grated cheese>spaghetti>butter>honey>cake>rice>french fries>energy drink
C3965,76,0.08,2113,39,M,3,I1,YES,ground beef>yams>eggs>chicken>pasta
C3966,144,0.01,884,55,F,1,I3,NO,french fries
C3967,234,0.14,1934,54,M,4,I1,YES,milk>green beans>mint
C3968,218,0.14,1378,53,M,3,I3,YES,honey>chocolate>french fries>escalope
C3969,199,0.04,1512,38,F,1,I1,NO,mineral water>chicken>magazines
C3970,106,0.07,1751,59,M,1,I1,NO,bug spray>light mayo
C3971,107,0.06,1349,37,F,4,I2,YES,mineral water>salmon>vegetables mix>cereals>escalope
C3972,230,0.15,1194,28,F,1,I4,YES,spaghetti>milk>olive oil>low fat yogurt
C3973,59,0.01,1500,57,F,3,I1,NO,burgers>eggs>frozen smoothie
C3974,238,0.25,1178,57,M,1,I1,YES,chocolate
C3975,96,0.17,1381,47,M,3,I4,YES,mineral water>french wine>chicken
C3976,167,0.12,509,30,M,4,I1,YES,pepper
C3977,201,0.02,824,35,F,3,I4,YES,dessert wine>tomatoes>ground beef>salmon>hot dogs
C3978,189,0,2271,42,M,2,I1,YES,ham>ground beef>spaghetti>frozen smoothie>champagne
C3979,86,0.24,1374,39,F,0,I3,YES,ground beef>french fries>mushroom cream sauce>brownies
C3980,160,0.05,735,45,M,2,I2,NO,shrimp>frozen vegetables>ground beef>spaghetti>mineral water
C3981,87,0.2,1328,55,F,4,I3,YES,french fries>protein bar
C3982,181,0.09,2459,43,F,1,I2,YES,escalope
C3983,103,0.22,1016,56,M,2,I1,NO,blueberries>clothes accessories>french fries>frozen smoothie>escalope>fresh bread
C3984,239,0.25,929,34,M,1,I4,NO,burgers>mineral water>flax seed>gums>cereals
C3985,177,0.14,1039,46,F,1,I3,YES,milk>cooking oil>low fat yogurt
C3986,167,0.15,1348,23,F,2,I3,YES,ham>grated cheese>tomatoes>ground beef>spaghetti>mineral water>french wine>honey>rice>cooking oil>ketchup>pancakes>magazines
C3987,59,0.19,1733,27,M,1,I2,NO,frozen vegetables>fromage blanc>pancakes>french fries>escalope
C3988,158,0.2,1617,38,F,3,I4,NO,ground beef>spaghetti>mineral water>olive oil>french wine>salmon>cereals>white wine>low fat yogurt
C3989,160,0.18,2275,54,M,4,I2,NO,frozen vegetables>spaghetti>eggs>bug spray>cooking oil>french fries>escalope>hot dogs
C3990,50,0.06,1770,34,M,3,I2,YES,burgers>red wine>shrimp>mineral water>rice>french fries>strawberries>protein bar>tomato juice>cauliflower
C3991,234,0.11,1605,59,M,2,I1,YES,chocolate
C3992,171,0.15,1436,47,M,4,I2,NO,hot dogs>shampoo
C3993,57,0.17,1180,46,F,0,I3,NO,herb & pepper>spaghetti>pancakes>low fat yogurt>green tea
C3994,111,0,2037,42,M,1,I3,YES,mineral water>mint green tea>french fries
C3995,119,0.18,957,30,F,0,I3,YES,fresh tuna>spaghetti>mineral water>pancakes>whole weat flour>champagne>hot dogs>tomato juice>green tea
C3996,126,0.15,2014,26,M,4,I2,NO,bacon>light mayo>low fat yogurt
C3997,204,0.09,2479,47,M,2,I4,YES,turkey>fresh tuna>spaghetti>fromage blanc>eggs>honey>bramble>green tea>escalope>cottage cheese
C3998,210,0.05,1023,51,M,4,I1,YES,red wine>chocolate>soda>pet food>french fries>champagne
C3999,144,0.05,755,27,M,0,I1,NO,olive oil>pancakes>toothpaste
C4000,232,0.06,2311,32,M,3,I4,YES,toothpaste
C4001,196,0.2,1248,51,M,0,I2,YES,energy bar>champagne
C4002,112,0.01,673,35,M,2,I3,NO,frozen vegetables>tomatoes>milk>salmon
C4003,226,0.11,2362,55,F,0,I4,YES,milk>chocolate
C4004,152,0.21,2045,47,M,0,I1,YES,mineral water>avocado>olive oil>muffins>green tea>french fries>escalope
C4005,242,0.16,1081,25,F,1,I3,YES,chocolate
C4006,204,0.09,2236,34,M,1,I1,YES,cookies
C4007,158,0.08,2341,54,M,4,I3,YES,frozen vegetables>mineral water>milk>olive oil>eggs>chocolate>escalope>yogurt cake
C4008,107,0.02,1746,24,F,1,I3,NO,escalope
C4009,203,0.15,2040,53,F,0,I1,YES,grated cheese>ground beef>tomato sauce>spaghetti>mineral water>fromage blanc>pancakes>cooking oil>frozen smoothie>tomato juice
C4010,80,0.2,677,49,F,1,I4,YES,hot dogs>light mayo
C4011,188,0.09,703,24,F,4,I4,YES,eggs
C4012,98,0.16,1569,28,F,3,I4,NO,shrimp>spaghetti
C4013,206,0.05,983,24,F,0,I2,YES,burgers>frozen vegetables>spaghetti>mineral water>pancakes>champagne>protein bar>hand protein bar
C4014,100,0.12,2306,23,F,3,I3,YES,frozen vegetables>frozen smoothie>light mayo
C4015,56,0.1,1269,26,F,3,I2,YES,mineral water
C4016,84,0.2,1591,23,F,2,I1,NO,cookies
C4017,173,0.04,1490,23,M,3,I4,NO,mineral water>olive oil
C4018,239,0.12,2478,26,F,0,I3,NO,eggs
C4019,84,0.19,575,31,F,2,I1,NO,burgers>french fries>frozen smoothie>hot dogs>strawberries>green tea
C4020,172,0.21,2123,27,M,3,I1,YES,frozen vegetables>muffins>green grapes
C4021,92,0.22,1038,45,F,3,I2,YES,escalope
C4022,104,0.1,1361,45,M,2,I4,YES,pancakes>cookies>green tea
C4023,62,0.17,2005,29,M,2,I4,YES,french fries>cookies
C4024,234,0.22,2412,22,F,2,I3,NO,mineral water>avocado>cake>pet food>eggplant>french fries>escalope>mushroom cream sauce>fresh bread>toothpaste
C4025,94,0.2,1679,46,F,0,I4,NO,champagne
C4026,138,0.04,1829,43,M,0,I1,YES,cookies
C4027,187,0.18,1605,28,M,4,I1,YES,milk>chicken>eggs>pancakes
C4028,237,0.2,1017,25,M,0,I4,NO,chocolate
C4029,113,0.24,1465,53,M,0,I3,NO,turkey>soup>spinach>french fries>salt
C4030,234,0.23,1463,51,F,3,I2,YES,milk>cake
C4031,141,0.11,1177,48,M,4,I3,YES,escalope>shallot>white wine
C4032,133,0.11,1747,50,M,0,I4,NO,frozen vegetables>milk>chicken
C4033,93,0.19,793,39,M,2,I2,YES,butter>whole wheat rice>low fat yogurt
C4034,84,0.25,1777,30,F,4,I3,NO,shrimp>tomatoes>carrots>chocolate>low fat yogurt
C4035,86,0.07,2146,43,M,1,I1,YES,low fat yogurt
C4036,223,0.1,1578,21,F,1,I1,NO,french fries>cookies>mushroom cream sauce>honey
C4037,194,0.24,2145,46,M,3,I3,YES,frozen vegetables>avocado>chocolate>french fries>escalope>champagne>fresh bread
C4038,208,0.11,516,49,M,0,I3,NO,chocolate>escalope
C4039,201,0.1,1525,45,F,0,I1,NO,cookies>strawberries
C4040,60,0.2,2353,32,F,2,I3,NO,pepper>spaghetti>mineral water>milk>pancakes>cake>white wine>green tea
C4041,95,0.19,725,38,F,1,I3,NO,cake>french fries
C4042,117,0.03,1430,25,M,3,I1,NO,frozen vegetables>milk>almonds>whole wheat rice>cooking oil>chocolate>french fries>light mayo>low fat yogurt
C4043,195,0.17,1260,36,F,4,I1,NO,red wine>spaghetti>mineral water>cider>french fries>cookies>pancakes>energy drink
C4044,241,0.22,830,41,M,0,I3,NO,tomatoes>mineral water>green tea>chocolate>frozen smoothie>escalope
C4045,182,0.02,2162,51,M,2,I2,YES,french fries
C4046,69,0.12,1969,27,M,2,I1,YES,grated cheese>frozen vegetables>tomatoes>mineral water>olive oil>protein bar>hand protein bar>fresh bread>green tea
C4047,250,0.17,968,39,F,4,I1,NO,eggs
C4048,165,0.22,1743,42,F,1,I1,YES,olive oil>eggs
C4049,100,0.16,1001,40,F,4,I4,YES,french fries>cottage cheese
C4050,147,0.19,1270,57,F,1,I4,NO,chocolate>almonds>vegetables mix>cake>french fries>frozen smoothie>pancakes>energy drink
C4051,133,0.16,1410,23,F,0,I1,NO,cookies
C4052,102,0.05,813,54,M,0,I2,YES,frozen vegetables>mineral water>meatballs>butter>eggs
C4053,231,0.18,2300,27,F,4,I1,YES,mineral water>energy bar>chocolate>low fat yogurt
C4054,179,0.17,1024,23,M,0,I2,NO,milk>french fries>brownies
C4055,208,0.06,1670,51,F,1,I3,YES,burgers>milk>cake>eggplant>green tea
C4056,202,0.05,1979,32,F,0,I2,YES,turkey>spaghetti>mineral water>chocolate>eggs>cooking oil>pet food>cookies>protein bar
C4057,137,0.16,1058,49,F,0,I3,YES,ham>ground beef>spaghetti>milk>olive oil>french wine>muffins>pancakes>whole weat flour>cottage cheese>green tea
C4058,74,0.23,945,60,F,2,I3,YES,cookies
C4059,51,0.06,1650,35,M,1,I3,YES,frozen vegetables>whole wheat pasta>ground beef>spaghetti>milk>chicken>eggs>french fries>green tea
C4060,60,0.24,1530,35,M,1,I4,YES,milk>fromage blanc>salmon>eggs
C4061,65,0.02,2056,58,M,1,I1,NO,low fat yogurt
C4062,162,0.08,790,43,F,4,I3,YES,flax seed>eggs>chicken>green tea
C4063,74,0.08,929,25,M,2,I3,NO,tomatoes
C4064,149,0.11,2086,50,M,0,I1,NO,green tea
C4065,153,0.1,746,37,M,1,I4,NO,burgers>ground beef>mineral water>meatballs>milk>eggs>cake
C4066,51,0.08,2068,42,M,0,I2,NO,mineral water>candy bars
C4067,120,0.15,2464,25,F,2,I2,NO,turkey>burgers>shrimp>tomatoes>cooking oil
C4068,160,0.01,625,22,M,4,I1,NO,cookies
C4069,181,0.17,924,42,F,3,I2,NO,mineral water>chocolate>milk>energy bar>white wine
C4070,172,0.21,1098,59,F,3,I1,NO,eggs>french fries
C4071,249,0.13,1424,58,M,2,I3,NO,tomatoes>eggs
C4072,109,0.24,1006,22,M,0,I1,NO,cookies
C4073,210,0.1,2321,57,F,3,I3,NO,shrimp>frozen vegetables>tomatoes>parmesan cheese>ground beef>spaghetti>eggs>cake>oatmeal>cereals
C4074,187,0.08,1482,33,F,2,I1,NO,frozen vegetables>whole wheat rice
C4075,131,0.1,1907,60,F,2,I1,YES,shrimp>avocado>candy bars
C4076,72,0.06,2080,55,M,0,I1,YES,shrimp>tomatoes>mineral water>cooking oil
C4077,224,0.01,2163,25,F,0,I1,YES,chocolate>almonds>vegetables mix>eggs>whole wheat rice>frozen smoothie>cottage cheese
C4078,133,0.11,668,50,M,2,I3,NO,melons>candy bars
C4079,235,0.23,1068,34,M,0,I1,YES,whole wheat rice
C4080,135,0.13,1576,58,F,1,I1,YES,low fat yogurt
C4081,161,0.18,1451,40,M,1,I2,NO,frozen vegetables>tomatoes>mineral water>soup>milk>whole wheat rice>cake>cereals
C4082,148,0.05,1882,29,M,1,I2,NO,eggs>chocolate>french fries
C4083,149,0.14,1612,34,M,4,I4,YES,burgers>eggs>barbecue sauce>french fries
C4084,242,0.15,1941,20,M,4,I1,NO,burgers>shallot
C4085,163,0.06,588,35,F,2,I4,YES,mineral water>milk
C4086,142,0.23,613,57,F,0,I2,YES,tomatoes>energy bar>cake>tomato juice
C4087,197,0.04,2346,45,F,4,I2,NO,milk>chocolate
C4088,190,0.19,974,34,M,1,I2,YES,milk>chicken>eggs
C4089,82,0.1,1031,24,M,1,I1,YES,burgers>shrimp>chocolate>pancakes>eggs>cooking oil>french fries
C4090,156,0.13,2115,39,M,0,I3,YES,shrimp>milk>tomato juice
C4091,133,0.17,1432,46,M,4,I3,YES,butter>flax seed>green tea>magazines
C4092,235,0.13,2242,37,F,2,I2,NO,burgers>cottage cheese
C4093,163,0.13,1095,60,F,3,I4,NO,mineral water>whole wheat rice>cake>rice>cooking oil>chicken>french fries>cookies
C4094,141,0.08,2254,39,M,1,I1,YES,shrimp>spaghetti>mineral water>bacon>eggs>brownies
C4095,248,0.21,1070,31,F,0,I1,NO,grated cheese>shrimp>tomatoes>spaghetti>mineral water
C4096,231,0.11,1771,41,M,2,I3,YES,cookies
C4097,250,0.08,2144,41,F,3,I1,NO,cookies>low fat yogurt
C4098,100,0.08,2261,26,M,1,I1,NO,clothes accessories
C4099,68,0.06,1978,23,M,1,I2,NO,hot dogs
C4100,75,0.18,2406,32,M,4,I4,YES,ground beef>olive oil>oil>antioxydant juice
C4101,214,0.18,775,52,M,0,I4,NO,ham>spaghetti>mineral water>eggs>chicken>green tea>chocolate>frozen smoothie
C4102,159,0.03,2242,32,F,4,I2,YES,mineral water>eggs>whole wheat rice>chocolate>escalope
C4103,243,0.06,1478,57,M,3,I3,NO,eggs
C4104,108,0.25,1179,35,M,3,I4,NO,grated cheese>ground beef>rice
C4105,81,0.18,1061,20,F,1,I1,YES,spaghetti>body spray
C4106,237,0.2,1473,34,F,4,I4,NO,mineral water>green tea
C4107,157,0.04,2453,34,F,3,I3,NO,chocolate>french fries
C4108,147,0.02,1687,50,F,4,I2,YES,burgers>shrimp>spaghetti>olive oil>salmon>cooking oil>escalope>tomato juice
C4109,79,0.03,1118,46,M,0,I1,NO,herb & pepper>mineral water>soup>milk>french wine>pancakes>eggs>honey>oil>champagne>magazines>mayonnaise
C4110,226,0.21,2048,38,M,1,I4,NO,vegetables mix
C4111,89,0.14,1597,52,M,4,I4,NO,barbecue sauce
C4112,52,0.11,1855,22,F,3,I3,NO,milk
C4113,243,0.06,2062,53,F,0,I2,YES,ham>tomatoes>avocado>fromage blanc>pancakes>eggs>honey>whole wheat rice>cake>gums>light mayo
C4114,55,0.22,1398,27,F,1,I2,YES,frozen vegetables>ground beef>spaghetti>mineral water>milk>black tea>pancakes>eggs>cooking oil>barbecue sauce>chocolate
C4115,236,0.1,762,57,F,0,I3,NO,tomatoes>milk
C4116,152,0.15,684,20,F,1,I4,YES,eggs>green tea
C4117,73,0.05,1784,46,F,0,I3,YES,ground beef
C4118,218,0.05,1180,38,M,3,I3,YES,frozen vegetables>whole wheat pasta>olive oil>eggs>carrots>green tea>french fries>cottage cheese
C4119,250,0.03,2197,53,M,4,I1,NO,olive oil>cake>chocolate
C4120,172,0.12,796,41,M,2,I3,NO,burgers>red wine>shrimp>mineral water>milk>honey
C4121,86,0.1,2418,28,M,1,I1,NO,turkey>burgers>eggs>french fries>pasta>green tea
C4122,153,0.22,1569,27,F,4,I1,YES,ham>ground beef>spaghetti>olive oil>vegetables mix>muffins
C4123,178,0.04,2432,49,F,1,I4,YES,mineral water>cookies
C4124,75,0.22,1309,39,M,4,I3,YES,cottage cheese>mayonnaise
C4125,199,0.11,594,30,F,1,I1,YES,chicken>oil>cookies>brownies>tomato juice>toothpaste
C4126,112,0.09,1308,28,F,3,I4,YES,mineral water>whole wheat rice>escalope>low fat yogurt
C4127,113,0.11,2052,37,M,3,I2,YES,shrimp>pepper>energy bar>cooking oil>escalope>fresh bread
C4128,121,0.15,2052,27,M,2,I4,NO,frozen vegetables>whole wheat rice>cake
C4129,64,0.06,1150,27,F,0,I2,YES,burgers>french wine>eggs>barbecue sauce>cottage cheese>melons>fresh bread>white wine
C4130,243,0.14,594,30,M,1,I3,NO,mineral water>green tea>honey
C4131,123,0.16,2216,23,F,3,I1,NO,chili
C4132,172,0.13,2319,56,F,2,I4,NO,shrimp>tomatoes>ground beef>mineral water>oil
C4133,188,0.04,513,60,F,4,I1,YES,herb & pepper>ground beef>spaghetti>salmon>muffins>eggs>chicken
C4134,110,0.04,1599,39,F,0,I4,YES,cookies
C4135,240,0.21,1813,43,F,2,I4,YES,frozen vegetables
C4136,227,0.24,670,37,F,4,I4,NO,energy bar>chocolate bread>whole weat flour>mint
C4137,225,0.04,1282,28,F,0,I3,NO,cookies
C4138,95,0.16,2085,33,M,4,I3,NO,ham>grated cheese>frozen vegetables>ground beef>spaghetti
C4139,221,0.15,806,49,F,4,I1,YES,chicken>eggs
C4140,203,0.04,1047,20,F,3,I1,YES,ham>spaghetti>mineral water>eggs>green tea
C4141,108,0.22,1657,23,M,1,I1,NO,burgers>frozen vegetables>tomatoes>soup>energy bar>escalope
C4142,226,0.06,741,53,M,3,I4,YES,turkey>burgers>frozen vegetables>ground beef>mineral water>almonds>salmon>barbecue sauce>carrots>hot dogs
C4143,176,0.06,1245,27,F,1,I2,NO,burgers>butter>escalope>cauliflower
C4144,52,0.11,1112,58,M,2,I2,NO,mineral water>chocolate>chicken>escalope
C4145,215,0.1,2029,48,F,2,I4,NO,mineral water>black tea>almonds>pancakes>eggs
C4146,53,0.06,1783,21,M,4,I2,NO,salmon>vegetables mix
C4147,232,0.2,1090,43,M,1,I3,NO,ground beef>spaghetti>milk>zucchini
C4148,170,0.19,1536,54,F,4,I3,YES,tomatoes>spaghetti>mineral water>milk>rice>oil
C4149,72,0.22,1038,21,F,2,I4,NO,chocolate
C4150,235,0.17,1245,36,M,0,I1,YES,french fries
C4151,193,0.17,2320,30,F,3,I2,YES,dessert wine>chocolate>spaghetti>salmon>cooking oil>protein bar>hand protein bar
C4152,139,0.04,2126,57,M,0,I4,YES,shrimp>tomatoes>mineral water>chicken>whole weat flour>cottage cheese>body spray>fresh bread
C4153,132,0.04,1276,49,M,4,I2,NO,salt
C4154,160,0.23,1956,29,M,0,I2,NO,shrimp>soup>butter
C4155,142,0.16,2270,31,M,1,I4,NO,fresh tuna>mineral water>eggs
C4156,166,0.14,1529,42,M,1,I1,YES,red wine>cooking oil>french fries
C4157,151,0.08,2289,36,F,4,I1,YES,cookies
C4158,54,0.22,792,22,F,0,I1,YES,burgers>eggs
C4159,100,0.15,1981,48,F,2,I3,YES,eggs>cookies
C4160,176,0.11,917,23,M,2,I4,YES,burgers>french fries>yogurt cake
C4161,163,0.07,794,33,F,3,I2,NO,eggs>pet food
C4162,89,0.1,1899,39,M,0,I4,YES,salmon>chocolate
C4163,55,0.01,1442,26,F,1,I1,NO,tomatoes>mineral water>honey>whole wheat rice>cooking oil>whole weat flour>frozen smoothie>low fat yogurt
C4164,189,0.13,755,38,F,3,I4,YES,mineral water>frozen smoothie
C4165,53,0.04,1407,33,F,4,I1,NO,turkey>spaghetti>olive oil>strong cheese>pancakes>eggs>tomato juice>fresh bread
C4166,179,0.2,2325,48,F,3,I4,YES,spaghetti>black tea
C4167,145,0.01,1023,49,F,1,I3,YES,honey>escalope>low fat yogurt
C4168,157,0.12,667,42,M,4,I4,YES,shrimp
C4169,71,0.13,1076,27,M,0,I3,NO,mineral water>eggs>strawberries
C4170,126,0.06,847,46,M,3,I2,YES,turkey>burgers>whole wheat pasta>chocolate>milk>olive oil>chicken>pancakes>cooking oil>green tea
C4171,220,0.03,780,35,M,1,I4,YES,energy bar>pancakes
C4172,73,0.08,540,35,M,4,I2,YES,mushroom cream sauce
C4173,170,0.19,2111,26,M,4,I1,YES,french fries
C4174,114,0.05,1513,22,M,4,I2,YES,burgers>milk>cake>cereals
C4175,128,0.12,642,22,F,4,I1,YES,pickles>light mayo
C4176,98,0.09,1505,42,M,2,I1,YES,cake>oil>escalope>pancakes>yogurt cake
C4177,79,0.12,704,55,F,2,I3,YES,yogurt cake>candy bars
C4178,110,0.18,943,48,F,0,I4,NO,ground beef>cookies
C4179,202,0.18,817,27,F,4,I1,NO,tomatoes>mineral water>eggplant>french fries
C4180,160,0.14,2303,43,F,2,I2,YES,ground beef>spaghetti>mineral water>chili>escalope
C4181,80,0.07,1323,56,M,1,I2,NO,burgers>mineral water>salmon>vegetables mix>pancakes>eggs>frozen smoothie>body spray
C4182,205,0,2079,43,M,1,I2,NO,escalope
C4183,228,0.18,2420,51,F,4,I4,NO,whole wheat rice>cookies>protein bar>hand protein bar
C4184,62,0.13,1801,34,M,3,I3,YES,french wine>pet food
C4185,162,0.03,1825,25,F,1,I1,YES,french fries
C4186,53,0.11,1522,41,F,2,I1,NO,french fries>escalope>pasta>mushroom cream sauce>fresh bread
C4187,116,0.16,2489,27,F,3,I4,YES,mineral water>chocolate>cereals
C4188,229,0.01,2011,44,M,0,I3,NO,turkey>eggs
C4189,149,0.01,901,54,M,1,I4,NO,frozen vegetables>tomatoes>chicken>fresh bread>magazines>green tea
C4190,70,0.04,1823,56,F,4,I2,NO,dessert wine>ground beef>pepper>butter>chicken>french fries>zucchini
C4191,205,0.09,1161,40,M,0,I1,NO,milk>frozen smoothie
C4192,89,0.2,1137,41,M,4,I1,NO,french fries>cottage cheese
C4193,171,0.01,2250,34,M,3,I1,NO,ground beef>spaghetti>milk>extra dark chocolate>green tea
C4194,88,0.08,994,50,F,4,I4,NO,tomatoes>meatballs>french fries
C4195,209,0.25,1889,31,M,4,I1,NO,escalope
C4196,220,0.23,2258,23,F,4,I4,NO,tomatoes>french fries>strawberries
C4197,180,0.19,1032,35,M,0,I2,YES,frozen vegetables>chocolate>eggs>eggplant>clothes accessories>green tea
C4198,151,0.23,1383,60,F,2,I4,NO,avocado>brownies
C4199,50,0.07,829,21,F,4,I1,YES,mineral water>eggs>cake>low fat yogurt
